貸出ID, DVD ID,顧客ID,映画ID,貸出日時,タイトル,概要,公開年,レンタル代,カテゴリ名
8936,1408,227,308,2005-07-30 02:47:13.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
3247,1406,277,308,2005-06-21 03:12:15.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
4879,1406,196,308,2005-07-08 19:34:55.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
10253,1406,101,308,2005-08-01 02:39:49.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
11769,1406,418,308,2005-08-17 10:04:49.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
15361,1407,380,308,2005-08-22 21:39:45.000,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,2.99,Comedy
6575,1414,598,309,2005-07-12 06:12:53.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
12467,1414,212,309,2005-08-18 11:40:09.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
8089,1414,50,309,2005-07-28 18:26:47.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
3251,1414,317,309,2005-06-21 03:20:37.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
13240,1411,179,309,2005-08-19 16:22:14.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
15196,1413,181,309,2005-08-22 16:11:32.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
10541,1413,234,309,2005-08-01 12:24:54.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
4129,1413,592,309,2005-07-07 07:37:03.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
2366,1413,162,309,2005-06-18 13:46:39.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
587,1413,64,309,2005-05-28 12:05:33.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
7612,1411,563,309,2005-07-28 00:11:55.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
335,1411,16,309,2005-05-27 03:07:10.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
698,1412,109,309,2005-05-29 02:10:52.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
3853,1411,537,309,2005-07-06 16:59:20.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
660,1414,578,309,2005-05-28 20:53:31.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
1332,1412,116,309,2005-06-15 11:36:01.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
13469,1410,235,309,2005-08-20 00:59:36.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
7406,1412,77,309,2005-07-27 16:25:45.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
14005,1415,135,309,2005-08-20 20:19:05.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
7106,1415,201,309,2005-07-27 05:21:24.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
4501,1412,262,309,2005-07-08 02:12:00.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
8368,1410,200,309,2005-07-29 05:15:41.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
1931,1411,391,309,2005-06-17 06:51:56.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
12662,1412,75,309,2005-08-18 19:10:41.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
6370,1410,99,309,2005-07-11 21:28:32.000,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,0.99,Family
9064,1417,194,310,2005-07-30 07:24:55.000,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,4.99,Games
5393,1417,446,310,2005-07-09 19:35:12.000,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,4.99,Games
10961,1416,375,310,2005-08-02 03:47:55.000,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,4.99,Games
12573,1416,182,310,2005-08-18 15:32:57.000,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,4.99,Games
12292,1417,58,310,2005-08-18 05:08:54.000,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,4.99,Games
8315,1420,135,311,2005-07-29 03:37:07.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
3242,1421,562,311,2005-06-21 02:56:24.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
8883,1421,168,311,2005-07-30 00:24:48.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
13410,1421,104,311,2005-08-19 22:41:44.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
4045,1422,529,311,2005-07-07 03:26:14.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
6669,1420,355,311,2005-07-12 11:39:55.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
7816,1422,283,311,2005-07-28 08:14:12.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
5122,1423,261,311,2005-07-09 07:19:35.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
7279,1424,12,311,2005-07-27 11:50:47.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
12109,1423,509,311,2005-08-17 22:58:35.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
6202,1424,373,311,2005-07-11 12:24:25.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
15770,1424,113,311,2005-08-23 13:18:16.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
15051,1419,300,311,2005-08-22 10:08:50.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
11444,1419,28,311,2005-08-02 20:32:55.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
12361,1418,250,311,2005-08-18 07:47:31.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
7138,1418,31,311,2005-07-27 06:47:13.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
13225,1420,562,311,2005-08-19 15:54:33.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
14044,1422,145,311,2005-08-20 21:48:38.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
9521,1423,227,311,2005-07-31 00:52:24.000,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,0.99,Foreign
14699,1427,3,312,2005-08-21 20:50:48.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
8093,1427,533,312,2005-07-28 18:29:16.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
10065,1426,495,312,2005-07-31 19:27:34.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
6401,1427,35,312,2005-07-11 22:44:34.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
1900,1425,34,312,2005-06-17 04:29:58.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
14261,1426,166,312,2005-08-21 06:07:24.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
6253,1425,570,312,2005-07-11 15:07:19.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
7016,1425,423,312,2005-07-27 02:15:16.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
15796,1425,158,312,2005-08-23 14:12:22.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
5810,1426,482,312,2005-07-10 15:22:04.000,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,4.99,Sci-Fi
13339,1428,15,313,2005-08-19 20:18:36.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
7822,1428,156,313,2005-07-28 08:31:45.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
6865,1428,175,313,2005-07-12 20:02:40.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
3595,1431,92,313,2005-07-06 04:59:49.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
875,1428,326,313,2005-05-30 05:38:24.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
14989,1431,58,313,2005-08-22 07:47:07.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
1255,1433,526,313,2005-06-15 06:13:45.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
2216,1428,320,313,2005-06-18 03:08:17.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
5557,1433,346,313,2005-07-10 03:10:21.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
15602,1429,81,313,2005-08-23 06:41:07.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
13532,1433,168,313,2005-08-20 03:29:28.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
4729,1429,205,313,2005-07-08 12:59:40.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
9882,1429,311,313,2005-07-31 13:53:33.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
8671,1431,577,313,2005-07-29 15:49:37.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
5547,1432,519,313,2005-07-10 02:52:47.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
9311,1432,178,313,2005-07-30 16:58:31.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
12881,1432,121,313,2005-08-19 03:28:13.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
10907,1430,561,313,2005-08-02 01:51:48.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
7092,1433,345,313,2005-07-27 04:46:00.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
146,1431,433,313,2005-05-26 00:07:11.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
14262,1430,324,313,2005-08-21 06:08:13.000,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,4.99,Horror
7031,1435,530,314,2005-07-27 03:02:07.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
2950,1438,561,314,2005-06-20 06:08:36.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
13149,1436,40,314,2005-08-19 13:07:12.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
11096,1436,34,314,2005-08-02 08:05:19.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
4842,1438,160,314,2005-07-08 18:21:30.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
14103,1438,409,314,2005-08-21 00:37:00.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
411,1434,388,314,2005-05-27 14:14:14.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
2017,1434,516,314,2005-06-17 12:33:30.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
6685,1434,5,314,2005-07-12 12:16:28.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
8987,1434,135,314,2005-07-30 04:37:36.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
13962,1434,348,314,2005-08-20 18:18:06.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
1256,1437,470,314,2005-06-15 06:13:57.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
9999,1438,543,314,2005-07-31 17:40:53.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
11030,1437,569,314,2005-08-02 05:51:20.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
12792,1435,405,314,2006-02-14 15:16:03.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
6059,1437,394,314,2005-07-11 04:03:54.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
11074,1439,277,314,2005-08-02 07:21:43.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
14234,1439,271,314,2005-08-21 05:07:12.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
408,1438,84,314,2005-05-27 13:57:39.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
11850,1437,80,314,2005-08-17 13:30:15.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
6906,1435,335,314,2005-07-12 22:03:02.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
1399,1435,469,314,2005-06-15 16:29:51.000,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,0.99,Animation
11367,1440,1,315,2005-08-02 18:01:38.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
945,1441,357,315,2005-05-30 15:33:17.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
3074,1441,299,315,2005-06-20 14:41:41.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
8945,1441,447,315,2005-07-30 03:11:48.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
11925,1441,370,315,2005-08-17 16:23:04.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
5430,1441,173,315,2005-07-09 21:19:54.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
3241,1442,499,315,2005-06-21 02:54:32.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
6557,1442,116,315,2005-07-12 05:12:03.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
10689,1442,568,315,2005-08-01 18:04:18.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
3521,1440,262,315,2005-07-06 01:00:11.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
13477,1442,222,315,2005-08-20 01:07:00.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
14580,1440,448,315,2005-08-21 16:56:39.000,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,0.99,Family
10224,1443,587,316,2005-08-01 01:31:56.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
2963,1444,24,316,2005-06-20 07:33:09.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
6835,1444,367,316,2005-07-12 18:58:03.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
11099,1444,102,316,2005-08-02 08:07:12.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
13721,1444,297,316,2005-08-20 10:02:59.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
4526,1443,1,316,2005-07-08 03:17:05.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
13987,1443,246,316,2005-08-20 19:19:30.000,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,4.99,Games
15161,1445,20,317,2005-08-22 14:37:22.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
10780,1450,51,317,2005-08-01 21:14:24.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
13090,1447,52,317,2005-08-19 10:39:54.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
10194,1447,290,317,2005-08-01 00:33:52.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
14825,1449,1,317,2005-08-22 01:27:57.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
7247,1445,102,317,2005-07-27 10:32:58.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
797,1446,244,317,2005-05-29 17:12:17.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
2542,1446,67,317,2005-06-19 02:08:39.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
5367,1446,485,317,2005-07-09 18:39:15.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
10353,1446,535,317,2005-08-01 05:46:33.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
15298,1446,1,317,2005-08-22 19:41:37.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
1157,1449,61,317,2005-05-31 22:47:45.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
2997,1449,519,317,2005-06-20 09:23:45.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
3741,1449,584,317,2005-07-06 12:00:18.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
9653,1451,383,317,2005-07-31 05:55:38.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
4909,1451,228,317,2005-07-08 21:07:24.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
14668,1450,152,317,2005-08-21 19:51:30.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
11176,1448,37,317,2005-08-02 10:39:43.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
8358,1449,372,317,2005-07-29 05:00:58.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
11656,1451,56,317,2005-08-17 05:11:09.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
14334,1448,595,317,2005-08-21 08:32:32.000,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,0.99,Comedy
2251,1458,143,319,2005-06-18 05:05:08.000,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,2.99,Sci-Fi
8369,1456,507,319,2005-07-29 05:15:42.000,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,2.99,Sci-Fi
