rental_id,inventory_id,customer_id,staff_id,film_id,store_id,rental_date,return_date,title,description,release_year,rental_rate,category_name
13009,677,376,1,147,2,2005-08-19 07:50:35.000,2005-08-21 06:04:35.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
12202,672,563,1,147,1,2005-08-18 02:14:08.000,2005-08-24 04:35:08.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
8691,672,446,2,147,1,2005-07-29 16:41:23.000,2005-08-02 12:32:23.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
6208,672,31,1,147,1,2005-07-11 12:34:56.000,2005-07-19 15:17:56.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
2775,672,590,1,147,1,2005-06-19 18:14:20.000,2005-06-26 19:52:20.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
13207,674,58,1,147,1,2005-08-19 15:14:38.000,2005-08-27 16:09:38.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
9021,674,498,1,147,1,2005-07-30 05:34:24.000,2005-08-03 04:13:24.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
1822,674,86,1,147,1,2005-06-16 21:43:45.000,2005-06-17 21:37:45.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
202,674,20,1,147,1,2005-05-26 07:27:36.000,2005-06-02 03:52:36.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
3942,677,553,1,147,2,2005-07-06 21:21:34.000,2005-07-15 02:34:34.000,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,0.99,Family
1369,679,221,1,149,1,2005-06-15 14:29:14.000,2005-06-16 13:01:14.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
5360,679,562,2,149,1,2005-07-09 18:14:03.000,2005-07-10 15:17:03.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
13564,678,36,2,149,1,2005-08-20 04:34:46.000,2005-08-28 23:18:46.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
8285,678,56,2,149,1,2005-07-29 02:00:18.000,2005-08-03 20:43:18.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
9676,681,239,2,149,2,2005-07-31 06:39:13.000,2005-08-05 09:31:13.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
215,679,197,2,149,1,2005-05-26 09:02:47.000,2005-05-28 09:45:47.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
1523,681,349,2,149,2,2005-06-16 00:18:40.000,2005-06-17 02:50:40.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
14966,679,259,1,149,1,2005-08-22 06:45:57.000,2005-08-31 10:02:57.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
3706,681,132,2,149,2,2005-07-06 10:18:01.000,2005-07-09 09:07:01.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
10605,680,341,2,149,1,2005-08-01 14:36:26.000,2005-08-06 12:04:26.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
1895,680,30,1,149,1,2005-06-17 04:25:12.000,2005-06-26 08:44:12.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
14823,680,503,2,149,1,2005-08-22 01:24:42.000,2005-08-22 19:45:42.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
3119,683,296,2,149,2,2005-06-20 18:11:44.000,2005-06-27 16:14:44.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
12520,681,52,2,149,2,2005-08-18 13:42:45.000,2005-08-23 12:54:45.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
10574,679,287,2,149,1,2005-08-01 13:36:51.000,2005-08-10 13:25:51.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
5528,680,551,2,149,1,2005-07-10 02:09:21.000,2005-07-17 06:22:21.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
5667,683,336,2,149,2,2005-07-10 08:11:03.000,2005-07-15 08:23:03.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
10967,683,149,1,149,2,2005-08-02 04:02:16.000,2005-08-09 07:57:16.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
15101,683,335,2,149,2,2005-08-22 11:56:02.000,2005-08-28 13:08:02.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
7674,682,177,1,149,2,2005-07-28 02:54:30.000,2005-08-05 23:09:30.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
12226,682,234,2,149,2,2005-08-18 03:00:48.000,2005-08-25 00:43:48.000,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,0.99,Children
4645,687,400,2,150,2,2005-07-08 09:20:09.000,2005-07-09 06:07:09.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
9797,687,52,1,150,2,2005-07-31 10:53:44.000,2005-08-09 05:51:44.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
767,687,67,2,150,2,2005-05-29 12:20:19.000,2005-06-02 14:15:19.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
2759,687,351,2,150,2,2005-06-19 17:10:24.000,2005-06-24 21:56:24.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
12078,684,137,2,150,1,2005-08-17 22:00:22.000,2005-08-24 02:54:22.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
1012,688,291,1,150,2,2005-05-31 02:18:05.000,2005-06-03 06:47:05.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
11130,684,329,2,150,1,2005-08-02 09:08:59.000,2005-08-09 07:50:59.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
15721,685,154,1,150,1,2005-08-23 11:16:16.000,2005-08-28 10:21:16.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
9451,685,584,2,150,1,2005-07-30 22:10:17.000,2005-08-07 02:53:17.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
14654,687,173,2,150,2,2005-08-21 19:36:59.000,2005-08-23 22:03:59.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
15330,689,427,1,150,2,2005-08-22 20:35:30.000,2005-08-30 21:54:30.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
7687,689,325,2,150,2,2005-07-28 03:20:26.000,2005-08-02 05:48:26.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
11630,688,72,2,150,2,2005-08-17 04:27:46.000,2005-08-19 09:58:46.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
10538,686,37,2,150,2,2005-08-01 12:22:41.000,2005-08-02 10:31:41.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
1467,688,506,1,150,2,2005-06-15 20:47:10.000,2005-06-22 00:30:10.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
5077,686,574,2,150,2,2005-07-09 05:18:01.000,2005-07-17 10:39:01.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
7666,688,196,2,150,2,2005-07-28 02:35:12.000,2005-08-05 05:43:12.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
4582,688,274,1,150,2,2005-07-08 06:09:09.000,2005-07-14 02:23:09.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
15383,686,405,1,150,2,2005-08-22 22:31:20.000,2005-08-28 17:43:20.000,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,2.99,Documentary
14300,690,382,2,151,1,2005-08-21 07:19:37.000,2005-08-25 12:06:37.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
10974,690,491,1,151,1,2005-08-02 04:10:52.000,2005-08-09 08:26:52.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
13178,693,394,1,151,2,2006-02-14 15:16:03.000,,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
9609,693,112,2,151,2,2005-07-31 03:53:24.000,2005-08-05 08:32:24.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
11410,692,592,1,151,2,2005-08-02 19:29:01.000,2005-08-11 16:50:01.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
5206,692,517,2,151,2,2005-07-09 11:11:01.000,2005-07-17 07:23:01.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
4788,691,533,2,151,1,2005-07-08 16:17:35.000,2005-07-11 11:56:35.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
1923,691,400,2,151,1,2005-06-17 06:06:10.000,2005-06-24 04:29:10.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
389,691,500,2,151,1,2005-05-27 10:45:41.000,2005-06-05 06:22:41.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
13392,692,409,1,151,2,2005-08-19 22:03:22.000,2005-08-28 19:27:22.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
10648,691,270,1,151,1,2005-08-01 16:08:52.000,2005-08-05 20:17:52.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
2387,692,289,2,151,2,2005-06-18 15:24:19.000,2005-06-25 17:41:19.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
13510,691,107,1,151,1,2005-08-20 02:18:30.000,2005-08-27 01:33:30.000,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,4.99,Sci-Fi
14249,695,268,2,152,1,2005-08-21 05:38:05.000,2005-08-28 09:07:05.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
12588,694,415,1,152,1,2005-08-18 16:04:45.000,2005-08-23 20:30:45.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
8695,694,280,1,152,1,2005-07-29 16:44:55.000,2005-08-07 12:47:55.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
6261,694,386,1,152,1,2005-07-11 15:28:34.000,2005-07-14 17:54:34.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
1626,694,260,2,152,1,2005-06-16 07:49:47.000,2005-06-22 13:32:47.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
13467,696,373,1,152,1,2005-08-20 00:56:44.000,2005-08-20 20:16:44.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
7526,696,44,2,152,1,2005-07-27 21:13:47.000,2005-08-05 15:23:47.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
5989,696,283,1,152,1,2005-07-11 00:57:53.000,2005-07-15 02:24:53.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
15751,697,199,2,152,1,2005-08-23 12:41:07.000,2005-08-29 07:03:07.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
11154,697,160,2,152,1,2005-08-02 09:54:50.000,2005-08-06 14:48:50.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
4518,697,592,2,152,1,2005-07-08 02:48:36.000,2005-07-13 04:53:36.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
9172,695,437,1,152,1,2005-07-30 11:36:38.000,2005-08-04 09:39:38.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
2934,697,228,1,152,1,2005-06-20 05:05:53.000,2005-06-22 02:44:53.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
672,697,306,2,152,1,2005-05-28 22:05:29.000,2005-06-06 02:10:29.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
3811,695,208,2,152,1,2005-07-06 15:20:37.000,2005-07-08 16:26:37.000,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,2.99,Children
1279,698,183,2,153,1,2005-06-15 08:13:57.000,2005-06-18 09:36:57.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
5339,698,380,2,153,1,2005-07-09 17:09:17.000,2005-07-10 21:07:17.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
11124,698,249,1,153,1,2005-08-02 08:55:25.000,2005-08-10 10:59:25.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
11968,698,239,1,153,1,2005-08-17 17:47:34.000,2005-08-18 19:40:34.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
1489,699,213,1,153,1,2005-06-15 21:41:38.000,2005-06-22 17:00:38.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
6353,699,130,1,153,1,2005-07-11 20:48:56.000,2005-07-21 00:11:56.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
11308,699,16,2,153,1,2005-08-02 15:50:44.000,2005-08-05 11:38:44.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
14978,699,94,1,153,1,2005-08-22 07:13:15.000,2005-08-25 12:26:15.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
3970,701,381,1,153,1,2005-07-06 22:48:17.000,2005-07-15 19:07:17.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
7650,701,290,2,153,1,2005-07-28 01:47:20.000,2005-08-05 06:00:20.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
15672,701,210,1,153,1,2005-08-23 09:09:18.000,2005-08-27 06:19:18.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
13702,700,296,2,153,1,2005-08-20 09:27:20.000,2005-08-29 15:04:20.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
9270,700,232,2,153,1,2005-07-30 15:03:16.000,2005-07-31 16:09:16.000,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,0.99,Sci-Fi
5593,702,287,2,154,1,2005-07-10 04:33:13.000,2005-07-17 08:44:13.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
3999,707,390,1,154,2,2005-07-06 23:50:54.000,2005-07-09 22:09:54.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
14508,703,396,2,154,1,2005-08-21 14:33:58.000,2005-08-27 10:45:58.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
7443,703,380,1,154,1,2005-07-27 17:47:43.000,2005-07-29 13:15:43.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
5225,703,445,2,154,1,2005-07-09 12:10:16.000,2005-07-12 09:55:16.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
3249,703,410,2,154,1,2005-06-21 03:13:19.000,2005-06-29 04:04:19.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
12147,705,41,2,154,2,2005-08-18 00:10:20.000,2005-08-23 20:36:20.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
11339,705,263,1,154,2,2005-08-02 17:02:06.000,2005-08-08 21:12:06.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
4213,705,103,1,154,2,2005-07-07 11:53:49.000,2005-07-13 07:51:49.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
1764,705,392,2,154,2,2005-06-16 17:51:54.000,2005-06-21 20:36:54.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
8928,706,366,2,154,2,2005-07-30 02:18:19.000,2005-08-05 00:49:19.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
6515,706,261,2,154,2,2005-07-12 03:50:32.000,2005-07-15 03:54:32.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
1183,706,329,1,154,2,2005-06-15 00:49:19.000,2005-06-20 04:33:19.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
14991,708,172,2,154,2,2005-08-22 07:50:44.000,2005-08-30 06:32:44.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
9557,708,328,1,154,2,2005-07-31 02:14:01.000,2005-08-05 23:55:01.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
5707,708,581,1,154,2,2005-07-10 10:26:14.000,2005-07-18 06:19:14.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
10583,704,125,1,154,1,2005-08-01 13:54:35.000,2005-08-03 18:21:35.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
13588,702,279,2,154,1,2005-08-20 05:47:11.000,2005-08-28 02:45:11.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
15943,706,462,1,154,2,2005-08-23 18:49:32.000,2005-08-27 19:20:32.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
13274,704,272,2,154,1,2005-08-19 17:50:03.000,2005-08-20 14:39:03.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
7575,702,582,1,154,1,2005-07-27 22:53:52.000,2005-07-29 02:02:52.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
1538,708,430,1,154,2,2005-06-16 01:05:50.000,2005-06-18 19:48:50.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
789,708,553,1,154,2,2005-05-29 16:17:07.000,2005-06-06 18:15:07.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
10950,707,451,2,154,2,2005-08-02 03:25:08.000,2005-08-07 23:11:08.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
14802,707,505,1,154,2,2005-08-22 00:48:23.000,2005-08-28 01:02:23.000,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,2.99,Animation
1234,709,529,1,155,1,2005-06-15 04:21:52.000,2005-06-22 03:25:52.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
11625,712,521,2,155,2,2005-08-17 04:18:52.000,2005-08-25 03:05:52.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
13275,710,377,2,155,1,2005-08-19 17:53:38.000,2005-08-23 16:29:38.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
7080,710,466,2,155,1,2005-07-27 04:25:25.000,2005-08-04 04:22:25.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
12074,711,417,2,155,2,2005-08-17 21:50:57.000,2005-08-20 00:58:57.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
8978,711,5,1,155,2,2005-07-30 04:14:28.000,2005-08-06 09:08:28.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
3615,711,49,1,155,2,2005-07-06 05:47:47.000,2005-07-11 05:01:47.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
3132,711,90,1,155,2,2005-06-20 19:09:46.000,2005-06-24 19:42:46.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
14543,709,579,1,155,1,2005-08-21 15:39:01.000,2005-08-28 09:47:01.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
2188,712,183,2,155,2,2005-06-18 01:19:04.000,2005-06-25 03:59:04.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
3875,712,108,1,155,2,2005-07-06 18:15:39.000,2005-07-11 17:34:39.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
9358,712,302,2,155,2,2005-07-30 18:37:24.000,2005-08-07 23:34:24.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
8527,709,168,2,155,1,2005-07-29 10:21:00.000,2005-08-05 16:05:00.000,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,0.99,New
